2025-07-29 21:15:56,644 INFO    MainThread:82571 [wandb_setup.py:_flush():80] Current SDK version is 0.21.0
2025-07-29 21:15:56,645 INFO    MainThread:82571 [wandb_setup.py:_flush():80] Configure stats pid to 82571
2025-07-29 21:15:56,645 INFO    MainThread:82571 [wandb_setup.py:_flush():80] Loading settings from /Users/fatihbayazit/.config/wandb/settings
2025-07-29 21:15:56,645 INFO    MainThread:82571 [wandb_setup.py:_flush():80] Loading settings from /Users/fatihbayazit/Desktop/2025YAZ/BİL476/proje/FF-datamining/wandb/settings
2025-07-29 21:15:56,645 INFO    MainThread:82571 [wandb_setup.py:_flush():80] Loading settings from environment variables
2025-07-29 21:15:56,645 INFO    MainThread:82571 [wandb_init.py:setup_run_log_directory():703] Logging user logs to /Users/fatihbayazit/Desktop/2025YAZ/BİL476/proje/FF-datamining/wandb/run-20250729_211556-oe4z4tb8/logs/debug.log
2025-07-29 21:15:56,645 INFO    MainThread:82571 [wandb_init.py:setup_run_log_directory():704] Logging internal logs to /Users/fatihbayazit/Desktop/2025YAZ/BİL476/proje/FF-datamining/wandb/run-20250729_211556-oe4z4tb8/logs/debug-internal.log
2025-07-29 21:15:56,645 INFO    MainThread:82571 [wandb_init.py:init():830] calling init triggers
2025-07-29 21:15:56,645 INFO    MainThread:82571 [wandb_init.py:init():835] wandb.init called with sweep_config: {}
config: {'seed': 42, 'name': 'fmnist_unsupervised', 'input': {'batch_size': 32, 'dataset': 'fmnist'}, 'model': {'hidden_dim': 32}, 'training': {'epochs': 10, 'learning_rate': 0.005, 'weight_decay': 0, 'momentum': 0.9, 'type': 'unsupervised'}, '_wandb': {}}
2025-07-29 21:15:56,645 INFO    MainThread:82571 [wandb_init.py:init():871] starting backend
2025-07-29 21:15:56,874 INFO    MainThread:82571 [wandb_init.py:init():874] sending inform_init request
2025-07-29 21:15:56,897 INFO    MainThread:82571 [wandb_init.py:init():882] backend started and connected
2025-07-29 21:15:56,899 INFO    MainThread:82571 [wandb_init.py:init():953] updated telemetry
2025-07-29 21:15:56,899 INFO    MainThread:82571 [wandb_init.py:init():977] communicating run to backend with 90.0 second timeout
2025-07-29 21:15:57,553 INFO    MainThread:82571 [wandb_init.py:init():1029] starting run threads in backend
2025-07-29 21:15:57,651 INFO    MainThread:82571 [wandb_run.py:_console_start():2458] atexit reg
2025-07-29 21:15:57,651 INFO    MainThread:82571 [wandb_run.py:_redirect():2306] redirect: wrap_raw
2025-07-29 21:15:57,651 INFO    MainThread:82571 [wandb_run.py:_redirect():2375] Wrapping output streams.
2025-07-29 21:15:57,651 INFO    MainThread:82571 [wandb_run.py:_redirect():2398] Redirects installed.
2025-07-29 21:15:57,652 INFO    MainThread:82571 [wandb_init.py:init():1075] run started, returning control to user process
2025-07-29 21:17:22,765 INFO    MainThread:82571 [wandb_run.py:_finish():2224] finishing run fathbt-tobb-et-/deneme/oe4z4tb8
2025-07-29 21:17:22,765 INFO    MainThread:82571 [wandb_run.py:_atexit_cleanup():2423] got exitcode: 0
2025-07-29 21:17:22,765 INFO    MainThread:82571 [wandb_run.py:_restore():2405] restore
2025-07-29 21:17:22,765 INFO    MainThread:82571 [wandb_run.py:_restore():2411] restore done
2025-07-29 21:17:23,876 INFO    MainThread:82571 [wandb_run.py:_footer_history_summary_info():3903] rendering history
2025-07-29 21:17:23,877 INFO    MainThread:82571 [wandb_run.py:_footer_history_summary_info():3935] rendering summary
2025-07-29 21:17:23,878 INFO    MainThread:82571 [wandb_run.py:_footer_sync_info():3864] logging synced files
